X,Y,X,Y,NRO,RAMO_O_C,TIPO,DATOS,IMAGEN,NROCOMP,CANAL,CODIGOCOMP,RAMO,CALLE,CANAL_PPAL,OBSERVACIO,icon_url
-68.288006,-31.822988,"2567498","6479727","0",Ramo Sec. calle 22,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 22\000_0261.gif,,,"0",,Calle 22,Canal 3ra. Seccion,,
-68.288057,-31.823177,"2567493","6479706","0",Ramo Sec. calle 22,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 22\000_0262.gif,,,"0",,Calle 22,Canal 3ra. Seccion,,
-68.274626,-31.825338,"2568763","6479458","0",Ramo Sec. calle 22,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 22\000_0263.gif,,,"0",,Calle 22,Canal 3ra. Seccion,,
-68.261953,-31.827781,"2569961","6479179","0",Ramo Sec. calle 22,Fin de ramo,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 22\000_0264.gif,,,"0",,Calle 22,Canal 3ra. Seccion,,
-68.274362,-31.707385,"2568874","6492552","0",Ramo Sec. calle 21,Compuerta Nº 1,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0233.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Compuerta,
-68.276225,-31.715037,"2568693","6491690","0",Ramo Sec. calle 21,Compuerta Nº 2,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0234.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Compuerta,
-68.277135,-31.718748,"2568604","6491279","0",Ramo Sec. calle 21,Compuerta Nº 3,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0235.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Compuerta,
-68.278697,-31.725458,"2568451","6490536","0",Ramo Sec. calle 21,Compuerta Nº 4,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0236.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Compuerta,
-68.279811,-31.730081,"2568342","6490024","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0238.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Partidor Libre,
-68.282467,-31.74145,"2568082","6488765","0",Ramo Sec. calle 21,Compuerta Nº 6,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0239.gif,,,"0",,Calle 21,Canal 1ra. Seccion,,
-68.282267,-31.74144,"2568101","6488766","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0240.gif,,,"0",,Calle 21,Canal 1ra. Seccion,Partidor Libre - Fin de ramo,
-68.285366,-31.752848,"2567799","6487503","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0081.gif,,,"0",,Calle 21,Canal 2da. Seccion,Inicio de ramo 21 desde canal Segunda Seccion,
-68.285238,-31.752991,"2567811","6487487","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0241.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.287886,-31.764234,"2567552","6486242","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0242.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.290534,-31.775485,"2567293","6484996","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0243.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.293121,-31.78652,"2567040","6483774","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0244.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.293121,-31.786547,"2567040","6483771","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0245.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.293141,-31.786592,"2567038","6483766","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0246.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.293162,-31.786619,"2567036","6483763","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0246.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.293141,-31.786637,"2567038","6483761","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0246.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.29316,-31.786935,"2567036","6483728","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0247.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.29316,-31.786926,"2567036","6483729","0",Ramo Sec. calle 21,Compuerta Nº,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0247.gif,,,"0",,Calle 21,Canal 2da. Seccion,,
-68.295883,-31.798204,"2566770","6482480","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0249.gif,,,"0",,Calle 21,Canal 3ra. Seccion,,
-68.298564,-31.809546,"2566508","6481224","0",Ramo Sec. calle 21,Partidor,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 21\000_0250.gif,,,"0",,Calle 21,Canal 3ra. Seccion,Partidor - Fin de ramo,
-68.290759,-31.704378,"2567323","6492881","0",Ramo Sec. calle 20,Compuerta Nº 1,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0202.jpg,,,"0",,Calle 20,Canal 1ra. Seccion,Ubicada en escuela y anulada,
-68.287748,-31.704956,"2567608","6492815","0",Ramo Sec. calle 20,Compuerta Nº 3,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0203.gif,,,"0",,Calle 20,Canal 1ra. Seccion,,
-68.289077,-31.710582,"2567478","6492192","0",Ramo Sec. calle 20,Compuerta Nº 4,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0204.gif,,,"0",,Calle 20,Canal 1ra. Seccion,,
-68.289252,-31.71116,"2567461","6492128","0",Ramo Sec. calle 20,Compuerta Nº 5,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0205.gif,,,"0",,Calle 20,Canal 1ra. Seccion,No figura en plano,
-68.290445,-31.716533,"2567344","6491533","0",Ramo Sec. calle 20,Compuerta Nº 6,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0206.gif,,,"0",,Calle 20,Canal 1ra. Seccion,,
-68.292785,-31.726529,"2567115","6490426","0",Ramo Sec. calle 20,Compuerta Nº 7,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0207.gif,,,"0",,Calle 20,Canal 1ra. Seccion,No figura en plano,
-68.293104,-31.727685,"2567084","6490298","0",Ramo Sec. calle 20,Compuerta Nº 8,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0209.gif,,,"0",,Calle 20,Canal 1ra. Seccion,,
-68.295823,-31.739162,"2566818","6489027","0",Ramo Sec. calle 20,Compuerta Nº 9,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0210.gif,,,"0",,Calle 20,Canal 1ra. Seccion,Fin ramo,
-68.298512,-31.750603,"2566555","6487760","0",Ramo Sec. calle 20,Compuerta Nº 10,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0084.gif,,,"0",,Calle 20,Canal 2da. Seccion,Inicio Ramo Canal Segunda Seccion,
-68.299237,-31.753908,"2566484","6487394","0",Ramo Sec. calle 20,Compuerta Nº 11,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0212.gif,,,"0",,Calle 20,Canal 2da. Seccion,,
-68.301213,-31.761999,"2566291","6486498","0",Ramo Sec. calle 20,Compuerta Nº 12,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0213.gif,,,"0",,Calle 20,Canal 2da. Seccion,,
-68.302545,-31.767372,"2566161","6485903","0",Ramo Sec. calle 20,Compuerta Nº 13,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0214.gif,,,"0",,Calle 20,Canal 2da. Seccion,No figura en plano,
-68.3038,-31.773205,"2566038","6485257","0",Ramo Sec. calle 20,Compuerta Nº 14,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0215.gif,,,"0",,Calle 20,Canal 2da. Seccion,,
-68.306491,-31.784591,"2565775","6483996","0",Ramo Sec. calle 20,Compuerta Nº 15,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0216.gif,,,"0",,Calle 20,Canal 2da. Seccion,Fin ramo,
-68.309249,-31.796068,"2565502","6482724","0",Ramo Sec. calle 20,Compuerta Nº 17,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0219.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.31055,-31.800963,"2565379","6482183","0",Ramo Sec. calle 20,Compuerta Nº 18,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0220.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.31196,-31.807401,"2565241","6481470","0",Ramo Sec. calle 20,Compuerta Nº 19,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0221.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.314591,-31.81867,"2564984","6480222","0",Ramo Sec. calle 20,Compuerta Nº 20,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0222.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.316264,-31.825226,"2564821","6479496","0",Ramo Sec. calle 20,Compuerta Nº 21,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0223.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.317295,-31.830029,"2564720","6478964","0",Ramo Sec. calle 20,Compuerta Nº 22,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0224.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.319947,-31.84146,"2564461","6477698","0",Ramo Sec. calle 20,Compuerta Nº 23,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0225.gif,,,"0",,Calle 20,Canal 3ra. Seccion,,
-68.319947,-31.841469,"2564461","6477697","0",Ramo Sec. calle 20,Compuerta Nº 24,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 20\000_0232.gif,,,"0",,Calle 20,Canal 3ra. Seccion,Fin ramo,
-68.301145,-31.704256,"2566425","6493053","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0178.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.303072,-31.719515,"2566145","6491210","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0179.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.305728,-31.725653,"2565889","6490531","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0180.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.308682,-31.736951,"2565601","6489280","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0182.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.308682,-31.736978,"2565601","6489277","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0183.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.308703,-31.736996,"2565599","6489275","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0184.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.308703,-31.73696,"2565599","6489279","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0185.gif,,,"0",,Calle 19,Canal 1ra. Seccion,,
-68.311423,-31.748604,"2565454","6487979","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0186.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.311456,-31.748847,"2565452","6487967","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0188.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.312734,-31.759906,"2565201","6486737","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0189.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.31717,-31.770986,"2564773","6485511","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0191.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.319451,-31.782325,"2564549","6484255","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0192.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.319472,-31.782362,"2564547","6484251","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0193.gif,,,"0",,Calle 19,Canal 2da. Seccion,,
-68.322502,-31.793663,"2564260","6483001","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0194.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.325083,-31.80491,"2564000","6481754","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0195.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.330526,-31.827745,"2563469","6479225","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0196.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.331941,-31.833642,"2563331","6478572","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0197.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.33317,-31.839032,"2563211","6477975","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0198.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.335804,-31.850418,"2562954","6476714","0",Ramo Sec. calle 19,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 19\000_0200.gif,,,"0",,Calle 19,Canal 3ra. Seccion,,
-68.314352,-31.700683,"2565089","6493305","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0132.gif,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.316981,-31.711898,"2564832","6492063","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0133.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.319684,-31.723185,"2564568","6490813","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0134.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.321044,-31.729009,"2564435","6490168","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0135.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.322418,-31.734572,"2564301","6489552","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0136.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.323735,-31.740603,"2564172","6488884","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0138.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.323767,-31.74063,"2564169","6488881","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0139.jpg,,,"0",,Calle 18,Canal 1ra. Seccion,,
-68.3251,-31.745985,"2564039","6488288","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0090.jpg,,,"0",,Calle 18,Canal 2da. Seccion,,
-68.327782,-31.757416,"2563777","6487022","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0140.jpg,,,"0",,Calle 18,Canal 2da. Seccion,,
-68.329554,-31.764911,"2563604","6486192","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0141.jpg,,,"0",,Calle 18,Canal 2da. Seccion,,
-68.330403,-31.768667,"2563521","6485776","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0143.jpg,,,"0",,Calle 18,Canal 2da. Seccion,,
-68.33314,-31.780053,"2563254","6484515","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0144.jpg,,,"0",,Calle 18,Canal 2da. Seccion,,
-68.335824,-31.791394,"2563003","6483259","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0145.jpg,,,"0",,Calle 18,Canal 3ra. Seccion,,
-68.338457,-31.802744,"2562735","6482002","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0149.jpg,,,"0",,Calle 18,Canal 3ra. Seccion,,
-68.341133,-31.814093,"2562474","6480745","0",Ramo Sec. calle 18,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 18\000_0150.jpg,,,"0",,Calle 18,Canal 3ra. Seccion,,
-68.327456,-31.698078,"2563836","6493594","0",Ramo Sec. calle 17,Compuerta Nº 1,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0111.gif,,,"0",,Calle 17,Canal 1ra. Seccion,Con torno,
-68.328898,-31.703655,"2563708","6492984","0",Ramo Sec. calle 17,Compuerta Nº 2,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0112.gif,,,"0",,Calle 17,Canal 1ra. Seccion,Con torno,
-68.330311,-31.709543,"2563570","6492332","0",Ramo Sec. calle 17,Compuerta Nº 3,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0113.gif,,,"0",,Calle 17,Canal 1ra. Seccion,Con torno,
-68.331869,-31.715972,"2563418","6491620","0",Ramo Sec. calle 17,Compuerta Nº 4,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0114.gif,,,"0",,Calle 17,Canal 1ra. Seccion,Con torno,
-68.332973,-31.720929,"2563310","6491071","0",Ramo Sec. calle 17,Compuerta Nº 5,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0115.gif,,,"0",,Calle 17,Canal 1ra. Seccion,Con torno,
-68.332994,-31.720938,"2563308","6491070","0",Ramo Sec. calle 17,Compuerta Nº 5,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0116.gif,,,"0",,Calle 17,Canal 1ra. Seccion,,
-68.334213,-31.726066,"2563189","6490502","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0117.gif,,,"0",,Calle 17,Canal 1ra. Seccion,,
-68.334212,-31.726075,"2563189","6490501","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0118.gif,,,"0",,Calle 17,Canal 1ra. Seccion,,
-68.335698,-31.732351,"2563044","6489806","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0119.gif,,,"0",,Calle 17,Canal 1ra. Seccion,,
-68.335708,-31.732378,"2563043","6489803","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0120.gif,,,"0",,Calle 17,Canal 1ra. Seccion,,
-68.338371,-31.74371,"2562783","6488548","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0092.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.338463,-31.744071,"2562774","6488508","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0121.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.340971,-31.755032,"2562529","6487294","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0122.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.343709,-31.766427,"2562262","6486032","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0123.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.346395,-31.777768,"2562000","6484776","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0124.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.346447,-31.777813,"2561995","6484771","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0125.gif,,,"0",,Calle 17,Canal 2da. Seccion,,
-68.349036,-31.789139,"2561754","6483520","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0126.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.351769,-31.800404,"2561476","6482269","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0127.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.353917,-31.811913,"2561265","6480994","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0128.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.357081,-31.823175,"2560958","6479747","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0129.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.358549,-31.829333,"2560815","6479065","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0130.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.359791,-31.834542,"2560694","6478488","0",Ramo Sec. calle 17,,,e:\hidraulica\compuertas-ramos\25 de mayo\ramo 17\000_0131.gif,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.361371,-31.841242,"2560540","6477746","0",Ramo Sec. calle 17,,,,,,"0",,Calle 17,Canal 3ra. Seccion,,
-68.37069,-31.820862,"2559671","6480011","0",Ramo Sec. calle 16,,,,,,"0",,Calle 16,,,
-68.372036,-31.826478,"2559540","6479389","0",Ramo Sec. calle 16,,,,,,"0",,Calle 16,,,
-68.373316,-31.831944,"2559405","6478749","0",Ramo Sec. calle 16,,,,,,"0",,Calle 16,,,
-68.373358,-31.831944,"2559401","6478749","0",Ramo Sec. calle 16,,,,,,"0",,Calle 16,,,
-68.36798,-31.809819,"0","0","0",Ramo Sec. calle 16,,,,,,"0",,Calle 16,,,
